prname,0
Alberta,6991.0
British Columbia,9056.0
Manitoba,1955.0
New Brunswick,199.0
Newfoundland and Labrador,455.0
Nova Scotia,27.0
Ontario,26471.0
Prince Edward Island,4.0
Quebec,20694.0
Saskatchewan,3879.0
